feedback_id,date_id,customer_id,region_id,satisfaction_score,complaint_flag,churn_risk_score
62,20240713,31,5,3.37,False,41.02
63,20240301,259,5,2.54,False,99.12
64,20250503,469,1,2.67,False,96.2
65,20240503,631,1,2.43,False,100.0
66,20240115,203,4,3.9,False,46.65
67,20250106,5,1,3.8,False,72.56
68,20250604,184,1,3.45,False,56.33
69,20250626,456,5,3.58,False,35.71
70,20240516,650,1,3.45,False,70.01
71,20250306,359,3,3.81,True,85.6
72,20241116,349,1,3.1,False,69.66
73,20250811,266,2,3.76,True,51.59
74,20250406,141,1,2.69,False,73.08
75,20250714,542,1,3.37,False,67.94
76,20251002,562,1,3.36,False,59.42
77,20241120,160,2,3.5,False,46.5
78,20250331,636,5,2.99,False,76.79
79,20241026,3,2,4.65,False,30.69
80,20241125,316,3,4.1,False,37.46
81,20250206,543,4,4.04,False,50.8
82,20240119,147,5,3.12,False,77.86
83,20251214,418,4,3.8,False,60.79
84,20250603,368,4,4.11,False,55.4
85,20250714,711,1,3.21,False,70.6
86,20250329,671,1,3.01,False,100.0
87,20241113,202,2,4.29,False,45.27
88,20241231,454,1,2.43,True,87.89
89,20240508,255,5,2.79,False,92.35
90,20250114,725,1,4.17,False,44.13
91,20250501,678,5,3.0,False,80.17
92,20251028,74,3,4.23,False,28.31
93,20240828,208,5,2.52,True,92.11
94,20250505,22,5,3.7,False,48.61
95,20250624,24,3,4.17,False,50.61
96,20250628,639,4,4.33,False,50.5
97,20250115,385,4,4.29,False,53.85
98,20251116,747,1,2.91,False,72.5
99,20240604,47,1,3.97,False,45.97
100,20251015,314,4,4.17,False,45.95
101,20240123,665,3,3.26,False,54.22
102,20240604,712,1,3.66,False,58.37
103,20250402,496,2,4.3,False,33.68
104,20240508,220,5,2.95,False,78.09
105,20250213,577,1,3.49,False,55.37
106,20240211,530,2,3.24,False,87.89
107,20240528,365,5,3.92,False,67.2
108,20250921,277,5,3.13,False,75.1
109,20250922,191,2,4.46,False,45.76
110,20240907,515,1,3.07,True,100.0
111,20250104,192,2,3.62,False,32.72
112,20240208,35,3,3.36,False,59.33
113,20241215,314,4,3.78,False,42.99
114,20241005,123,1,3.13,False,58.65
115,20250405,469,1,2.93,False,100.0
116,20240312,456,5,3.69,False,51.88
117,20250124,697,2,3.61,False,35.78
118,20250515,27,1,3.69,False,71.38
119,20240719,47,1,3.22,False,67.77
120,20250816,154,2,4.82,False,21.38
121,20240422,629,1,3.81,False,65.84
122,20240915,728,2,4.54,False,37.17
123,20241008,263,5,3.41,False,79.85
124,20240622,316,3,3.7,False,46.09
125,20250726,43,1,3.8,False,50.31
126,20240529,413,3,4.08,False,22.86
127,20241231,321,1,2.79,True,94.62
128,20251218,386,5,4.14,False,53.55
129,20240603,630,3,3.65,False,61.69
130,20240723,245,2,4.42,False,42.19
131,20250313,430,1,3.58,False,51.51
132,20250612,161,2,4.34,False,43.69
133,20240916,468,3,3.71,False,43.67
134,20240126,86,2,3.35,False,91.91
135,20250216,711,1,2.76,False,71.61
136,20240125,276,3,3.96,False,38.28
137,20240813,389,5,3.17,False,82.49
138,20240104,408,4,3.3,False,84.61
139,20240914,192,2,4.47,True,32.75
140,20251209,398,1,2.93,False,72.52
141,20250714,284,1,2.59,False,75.85
142,20240701,659,1,3.08,False,59.55
143,20251108,558,1,3.09,False,49.56
144,20240603,562,1,3.56,False,50.06
145,20251128,455,1,2.65,False,95.23
146,20250528,710,5,3.53,False,56.99
147,20250222,600,1,3.62,False,65.76
148,20240618,743,2,3.76,False,66.04
149,20241013,308,5,3.31,False,71.18
150,20250213,227,1,3.09,False,79.25
151,20250118,562,1,3.75,False,62.12
152,20240325,272,2,4.17,False,39.91
153,20250618,506,4,4.0,True,66.72
154,20240403,456,5,3.33,False,49.1
155,20240618,721,3,3.72,False,63.93
156,20251219,162,2,4.14,False,59.07
157,20240705,98,1,2.6,False,88.26
158,20241226,579,5,4.21,False,50.74
159,20240129,526,1,2.86,False,100.0
160,20251013,458,1,4.02,False,43.85
161,20241020,661,1,3.38,False,61.07
162,20250101,390,1,3.62,False,54.61
163,20250823,32,1,3.54,False,65.33
164,20250320,140,2,3.72,False,53.26
165,20250325,513,4,3.7,False,59.73
166,20240504,590,1,3.44,False,56.76
167,20240113,567,3,3.22,False,72.18
168,20250421,156,1,2.79,False,71.97
169,20240820,477,4,3.74,False,52.94
170,20250505,280,5,2.92,True,100.0
171,20240405,25,5,3.48,False,67.87
172,20240118,367,4,3.57,False,37.82
173,20240710,709,2,4.64,False,33.08
174,20240526,641,1,3.43,False,58.86
175,20240704,454,1,4.12,False,55.16
176,20241124,748,3,3.78,False,42.67
177,20241020,305,4,3.89,False,65.2
178,20250425,183,5,3.19,False,84.58
179,20250511,637,3,4.44,False,52.75
180,20241230,344,4,3.92,False,31.61
181,20250705,401,4,2.98,False,72.44
182,20251119,489,1,2.94,True,78.26
183,20250423,168,1,3.32,False,71.06
184,20240509,549,4,4.4,False,39.63
185,20250912,567,3,4.41,False,38.86
186,20240126,191,2,4.35,False,30.64
187,20250402,616,2,3.62,False,57.39
188,20241212,263,5,3.85,False,62.77
189,20251109,126,3,4.21,False,31.4
190,20240607,175,4,3.62,False,54.9
191,20251219,133,2,3.96,False,40.85
192,20250108,637,3,3.96,False,35.4
193,20250310,477,4,5.0,False,26.76
194,20250101,592,2,3.62,False,55.01
195,20240407,543,4,3.76,False,49.05
196,20250428,219,2,4.45,False,19.47
197,20251216,486,2,3.54,False,67.53
198,20250110,47,1,4.05,False,54.7
199,20240805,94,4,3.61,False,72.48
200,20240731,377,1,3.87,False,58.52
201,20250827,173,3,4.48,False,38.05
202,20251016,386,5,3.4,False,72.17
203,20240211,477,4,3.87,False,67.35
204,20240209,628,4,3.59,False,58.05
205,20240611,555,4,2.54,True,73.46
206,20250223,9,4,3.24,True,81.43
207,20251008,5,1,3.53,False,65.68
208,20240324,82,1,3.1,False,77.44
209,20250710,707,3,4.98,False,32.55
210,20251217,365,5,3.33,False,66.66
211,20250804,264,1,3.34,False,56.57
212,20240616,568,1,3.32,False,65.82
213,20240308,515,1,1.9,False,100.0
214,20250422,393,3,3.35,False,37.36
215,20250425,141,1,2.9,True,83.31
216,20240320,596,2,3.89,False,56.32
217,20240816,302,2,3.96,False,36.72
218,20241130,501,3,4.0,False,46.76
219,20250126,524,3,4.94,False,18.62
220,20240807,317,1,3.69,False,54.4
221,20240304,737,2,4.67,False,15.49
222,20250111,223,2,4.35,False,31.77
223,20240419,299,4,3.4,False,56.97
224,20240906,467,1,2.88,False,72.32
225,20241109,628,4,3.74,False,56.97
226,20250224,35,3,3.51,False,77.98
227,20251027,681,4,3.33,False,68.36
228,20251025,41,1,3.22,False,66.5
229,20240416,362,1,3.81,False,36.29
230,20250708,329,3,3.7,False,46.96
231,20251110,313,1,3.44,False,73.26
232,20240802,259,5,2.89,False,100.0
233,20240528,86,2,3.53,False,79.29
234,20241020,155,5,4.08,False,53.59
235,20240915,6,1,3.42,False,55.18
236,20250102,663,2,3.75,False,79.17
237,20250515,679,2,5.0,False,24.2
238,20251013,464,1,2.7,False,100.0
239,20250212,182,2,4.04,False,45.21
240,20251128,227,1,3.48,False,71.43
241,20240724,261,4,4.09,False,32.01
242,20250706,510,3,4.29,False,32.22
243,20250629,392,4,3.75,False,53.58
244,20250527,22,5,2.83,True,62.52
245,20240919,669,2,3.43,False,28.0
246,20251107,586,1,3.35,False,74.27
247,20241102,254,3,4.73,False,30.77
248,20251227,629,1,3.19,False,65.66
249,20240409,563,3,3.45,False,38.15
250,20241122,414,2,3.92,False,9.42
251,20241127,419,3,4.14,False,42.58
252,20251229,329,3,4.17,False,43.93
253,20250717,266,2,4.41,False,31.41
254,20250717,615,4,3.78,False,36.32
255,20250811,469,1,2.68,False,100.0
256,20250303,661,1,3.52,False,56.1
257,20240902,199,1,3.29,False,69.86
258,20250629,476,5,3.82,False,52.99
259,20240715,123,1,3.8,False,45.88
260,20240903,172,4,3.28,False,64.87
261,20250222,322,4,3.34,False,42.18
262,20251118,196,5,2.55,False,73.59
263,20240511,740,1,2.64,False,71.48
264,20240410,366,2,4.57,False,40.57
265,20250905,222,1,3.46,False,61.46
266,20250309,306,3,4.29,False,39.32
267,20240725,43,1,3.35,False,51.04
268,20241124,186,2,4.65,False,27.59
269,20250326,335,2,4.1,False,36.56
270,20240428,456,5,3.84,False,45.37
271,20250221,511,2,4.54,False,33.11
272,20250428,233,1,4.02,False,37.91
273,20240402,709,2,4.92,False,42.56
274,20250320,594,1,3.11,False,67.72
275,20250408,35,3,3.86,False,61.4
276,20240807,659,1,3.24,False,63.95
277,20250816,392,4,3.6,False,59.46
278,20240312,572,3,4.71,False,43.3
279,20240412,65,5,2.93,False,79.03
280,20240203,401,4,3.53,False,59.84
281,20250422,256,2,2.72,False,99.04
282,20250725,457,1,4.12,False,48.33
283,20250415,131,2,5.0,False,13.99
284,20240113,123,1,3.6,False,62.88
285,20241110,14,3,4.09,False,44.14
286,20240703,653,1,4.2,False,53.76
287,20250214,565,5,3.29,False,84.48
288,20240108,703,5,3.72,False,52.04
289,20240718,131,2,4.27,False,21.38
290,20240310,740,1,3.7,False,63.72
291,20240108,264,1,3.74,False,54.43
292,20240418,200,4,3.4,False,60.71
293,20240419,586,1,3.47,False,65.05
294,20250313,267,1,3.68,False,59.69
295,20240310,86,2,3.55,False,79.17
296,20240923,701,5,3.3,False,50.95
297,20240130,162,2,3.08,False,81.32
298,20251230,103,2,4.24,False,45.31
299,20240116,309,3,3.5,False,80.93
300,20240307,37,3,3.75,False,36.23
301,20240216,180,4,3.63,False,56.19
302,20250921,719,3,4.35,False,22.42
303,20241124,691,1,3.66,False,69.48
304,20240102,590,1,3.76,False,53.6
305,20240610,9,4,3.83,False,43.12
306,20241221,735,4,3.5,False,38.03
307,20240830,670,1,3.29,False,98.69
308,20250214,559,4,3.6,False,35.17
309,20240728,365,5,3.94,False,62.45
310,20240122,341,1,3.15,False,75.09
311,20251214,609,1,3.77,False,52.98
312,20251202,446,4,3.27,False,55.94
313,20240323,341,1,3.78,False,65.07
314,20241216,193,2,4.53,False,25.03
315,20250214,7,4,1.66,True,100.0
316,20251021,179,1,3.5,False,73.59
317,20241008,527,3,3.57,False,96.49
318,20240111,78,2,4.74,False,16.24
319,20250504,698,5,3.04,False,91.9
320,20241002,308,5,2.93,False,81.12
321,20250115,663,2,3.65,False,73.94
322,20240906,281,3,3.49,False,63.85
323,20240306,657,4,2.73,False,80.13
324,20250603,24,3,4.01,False,47.01
325,20240919,513,4,3.68,False,67.75
326,20251105,539,1,4.17,True,63.25
327,20250413,410,3,3.99,False,49.37
328,20250805,596,2,4.37,False,48.98
329,20241224,408,4,2.33,False,100.0
330,20240111,728,2,4.43,False,45.47
331,20250507,661,1,3.95,False,48.48
332,20241115,705,4,4.36,False,42.12
333,20250616,432,1,3.86,False,48.06
334,20250831,140,2,3.74,False,45.95
335,20250223,394,2,4.02,False,47.85
336,20240830,612,1,4.01,False,52.12
337,20250617,705,4,3.68,False,58.18
338,20250125,373,5,4.29,False,58.94
339,20250521,456,5,3.71,True,60.31
340,20240811,692,1,3.55,False,50.36
341,20240906,271,1,3.02,False,100.0
342,20251222,239,3,3.36,False,47.64
343,20241115,652,3,4.9,False,29.37
344,20241016,195,3,3.7,True,77.33
345,20240123,365,5,3.2,True,76.09
346,20251004,197,3,4.55,False,23.93
347,20240919,21,1,2.44,False,87.21
348,20251120,382,3,4.11,False,56.04
349,20240131,141,1,3.31,False,67.59
350,20250127,297,5,4.06,False,57.14
351,20240502,12,2,4.17,False,30.59
352,20240218,395,1,2.4,False,100.0
353,20240919,468,3,4.56,False,36.33
354,20251112,541,2,3.87,False,83.94
355,20240504,436,3,4.52,False,15.77
356,20240608,335,2,4.44,False,49.16
357,20241130,646,1,2.96,False,58.56
358,20240210,545,4,3.67,False,72.38
359,20240829,595,1,3.77,False,54.02
360,20250219,158,1,3.67,False,52.39
361,20250804,295,4,4.37,False,30.91
362,20240223,179,1,3.97,False,62.05
363,20251016,267,1,3.4,False,59.86
364,20240316,418,4,4.09,False,53.11
365,20250808,408,4,2.79,False,100.0
366,20251209,527,3,3.81,False,79.44
367,20250724,498,4,3.54,False,54.88
368,20240525,504,3,4.25,True,34.82
369,20241217,184,1,3.4,False,65.09
370,20250209,168,1,3.26,False,78.71
371,20250305,550,2,4.71,False,27.19
372,20241112,281,3,4.51,False,31.57
373,20240719,443,5,3.02,True,84.16
374,20240919,219,2,4.67,False,23.66
375,20250922,724,4,3.24,False,58.98
376,20240123,298,2,4.25,False,32.83
377,20250830,719,3,4.23,False,25.91
378,20250310,24,3,3.81,False,42.71
379,20240512,102,1,3.03,False,72.89
380,20240322,325,3,4.33,False,42.09
381,20240406,199,1,3.61,False,51.79
382,20250417,641,1,2.43,False,91.07
383,20250422,203,4,3.53,False,51.1
384,20251127,80,3,4.18,True,36.25
385,20250214,452,2,4.93,False,25.78
386,20241117,748,3,3.99,False,42.04
387,20251201,158,1,3.77,False,55.43
388,20241103,456,5,3.42,False,59.38
389,20250519,78,2,4.19,False,18.57
390,20241121,663,2,3.48,False,76.61
391,20251130,184,1,3.44,False,58.78
392,20241130,543,4,4.16,True,58.09
393,20251017,455,1,3.0,False,89.52
394,20250520,709,2,3.41,False,48.96
395,20240722,119,2,3.82,False,35.45
396,20240731,175,4,3.83,False,44.95
397,20250507,227,1,3.82,False,53.81
398,20240529,567,3,3.42,False,55.01
399,20250503,606,4,3.25,False,81.66
400,20251015,531,3,3.68,False,64.75
401,20251118,407,5,2.18,False,100.0
402,20250215,426,3,4.32,False,39.45
403,20251213,339,3,4.2,False,22.0
404,20240629,327,1,2.93,False,82.2
405,20250922,202,2,4.15,False,35.34
406,20240605,474,1,3.45,False,72.37
407,20241028,330,4,3.78,False,84.77
408,20250227,604,4,3.07,False,58.95
409,20240614,177,1,2.44,False,95.42
410,20250506,392,4,3.96,False,62.56
411,20250115,713,1,2.85,False,72.9
412,20251021,617,1,3.18,False,90.49
413,20240922,15,3,3.17,False,63.69
414,20240807,684,4,3.42,False,66.51
415,20240309,383,2,4.21,False,41.0
416,20241026,50,2,4.54,False,19.04
417,20250108,668,2,4.46,False,24.08
418,20240220,223,2,4.49,True,49.58
419,20240829,731,3,3.82,False,52.12
420,20241219,23,2,3.96,False,41.09
421,20251009,539,1,3.88,False,61.11
422,20241204,702,2,5.0,False,29.82
423,20250721,130,4,3.95,False,46.27
424,20250318,333,1,4.02,False,63.01
425,20251003,318,2,4.04,False,42.18
426,20240901,267,1,3.39,False,68.85
427,20251022,53,1,3.75,False,68.03
428,20250518,608,3,4.23,False,46.45
429,20240820,278,1,2.74,False,73.1
430,20240104,379,3,3.41,False,51.98
431,20240114,297,5,2.95,False,74.96
432,20240922,56,4,3.73,False,55.96
433,20250519,707,3,4.19,False,44.39
434,20241019,494,5,3.42,False,60.65
435,20250916,39,4,2.63,True,73.26
436,20241221,209,4,3.62,False,53.72
437,20240104,94,4,3.56,False,67.43
438,20251109,408,4,3.34,False,100.0
439,20250429,673,4,3.38,False,91.45
440,20250204,150,1,3.66,False,68.41
441,20241021,556,4,2.63,True,88.99
442,20251007,506,4,3.2,False,73.47
443,20250127,314,4,4.36,False,41.75
444,20250816,635,2,3.99,False,66.91
445,20241124,263,5,2.72,False,77.48
446,20240913,62,3,3.77,False,46.54
447,20240601,529,1,3.52,False,83.39
448,20240106,314,4,2.86,False,54.9
449,20240602,283,3,3.62,False,39.97
450,20250105,262,1,3.76,False,60.58
451,20250715,205,1,2.9,False,83.3
452,20250114,238,1,4.17,False,47.51
453,20250406,159,3,4.46,False,54.03
454,20240402,89,5,3.67,False,57.27
455,20250713,375,5,3.26,False,79.97
456,20241029,207,1,3.53,False,65.16
457,20240523,380,3,3.88,False,43.5
458,20240608,514,1,4.03,False,55.19
459,20250306,56,4,4.64,False,34.88
460,20240222,593,2,3.89,False,54.39
461,20241005,40,1,3.11,False,76.09
462,20240123,107,5,3.2,False,77.84
463,20250311,122,3,4.35,False,31.53
464,20250925,51,3,4.4,False,51.32
465,20250915,135,3,3.85,False,55.97
466,20250212,563,3,4.14,False,32.02
467,20240416,406,1,3.48,False,56.13
468,20250731,127,4,3.07,False,82.53
469,20240720,741,1,3.01,False,55.4
470,20240226,87,3,3.62,False,55.09
471,20250422,243,4,4.17,False,41.16
472,20251022,516,2,3.95,False,47.2
473,20250209,162,2,3.72,False,68.79
474,20250321,376,1,3.56,False,66.18
475,20241219,413,3,3.89,False,38.87
476,20250202,297,5,3.69,False,63.96
477,20240619,89,5,2.81,False,73.71
478,20240503,613,5,2.81,False,77.47
479,20240226,616,2,4.16,False,48.53
480,20240516,173,3,4.41,False,35.85
481,20250306,442,5,3.67,False,55.25
482,20250514,344,4,3.98,False,40.05
483,20250620,507,5,2.72,False,85.28
484,20241214,365,5,3.48,False,57.74
485,20240930,634,4,3.74,False,59.14
486,20250925,633,2,3.75,False,81.49
487,20250228,311,2,4.28,False,36.69
488,20250910,154,2,4.15,False,21.67
489,20251228,8,1,3.82,False,56.25
490,20240427,238,1,3.14,False,72.48
491,20250923,666,2,4.33,False,44.92
492,20250918,557,4,4.33,False,59.33
493,20250528,522,1,2.89,False,95.2
494,20241124,74,3,4.37,False,25.79
495,20240720,488,1,3.2,False,54.51
496,20251118,545,4,2.68,False,68.57
497,20240510,379,3,4.49,False,37.7
498,20251031,365,5,3.41,False,74.38
499,20250402,199,1,3.92,False,56.94
500,20240308,27,1,3.28,False,74.76
501,20250506,281,3,3.81,False,41.97
502,20250107,325,3,3.9,False,41.29
503,20250201,84,2,4.84,False,27.06
504,20240331,468,3,4.79,False,21.99
505,20250130,6,1,4.2,False,47.47
506,20240416,35,3,3.49,False,61.88
507,20241130,39,4,4.32,False,42.21
508,20240405,286,3,4.35,False,35.11
509,20250715,504,3,4.07,False,47.1
510,20250922,661,1,4.33,False,52.6
511,20251209,388,3,4.12,False,35.63
512,20251201,504,3,4.45,False,26.58
513,20240203,21,1,2.96,False,84.09
514,20250214,191,2,3.99,False,29.29
515,20250517,128,5,2.59,False,100.0
516,20250202,161,2,4.73,False,38.98
517,20250903,504,3,4.4,False,41.03
518,20241215,564,2,4.35,False,35.73
519,20240515,205,1,3.24,False,82.56
520,20251109,224,4,3.84,False,50.63
521,20250612,324,5,4.34,True,57.05
522,20240818,371,5,4.1,False,36.19
523,20240925,163,4,4.28,False,65.22
524,20240524,131,2,4.74,False,19.15
525,20251203,599,2,4.61,False,35.71
526,20250120,626,1,3.52,True,70.33
527,20250124,624,4,3.63,False,36.08
528,20250522,317,1,3.38,True,79.99
529,20240712,268,4,3.51,False,61.98
530,20251107,502,2,4.13,False,45.74
531,20250326,20,3,4.24,False,39.31
532,20250102,412,4,3.98,False,79.03
533,20241023,410,3,3.94,False,46.45
534,20250430,235,1,3.21,False,67.05
535,20241106,716,4,3.22,False,58.86
536,20250928,318,2,3.97,False,43.62
537,20250311,702,2,3.63,False,50.44
538,20240510,142,4,3.9,False,66.42
539,20250801,17,5,3.78,False,48.81
540,20240625,160,2,4.88,False,17.52
541,20250218,640,5,2.96,False,77.82
542,20241209,12,2,4.41,False,19.52
543,20241005,740,1,4.11,False,52.42
544,20250923,531,3,3.56,False,63.97
545,20240314,388,3,3.95,False,37.46
546,20250108,698,5,3.02,False,83.95
547,20250202,141,1,2.87,False,79.75
548,20240419,224,4,4.12,False,24.14
549,20250402,44,1,2.45,True,98.11
550,20240530,724,4,3.96,False,45.12
551,20240611,412,4,2.64,True,99.11
552,20251125,328,1,3.84,False,63.77
553,20240220,610,2,4.91,False,36.42
554,20240815,440,1,2.58,False,96.16
555,20251203,609,1,3.55,False,63.32
556,20250518,472,1,3.65,False,57.07
557,20250220,267,1,3.04,False,54.9
558,20240409,188,4,3.69,False,77.29
559,20240421,438,3,4.01,False,32.42
560,20240106,326,5,3.35,False,84.46
561,20240621,498,4,4.13,False,31.35
562,20250912,53,1,3.5,False,66.65
563,20251120,475,5,4.01,False,72.63
564,20240912,202,2,4.31,False,40.72
565,20251018,620,3,3.91,False,41.16
566,20240106,670,1,2.93,False,100.0
567,20240810,63,4,3.61,False,52.51
568,20250105,305,4,3.64,True,85.83
569,20251128,220,5,3.65,False,68.82
570,20250313,594,1,3.77,False,54.81
571,20240507,306,3,3.28,False,49.78
572,20251219,284,1,3.52,False,61.31
573,20240317,220,5,3.74,False,70.96
574,20241119,654,3,3.58,False,75.88
575,20250824,345,2,4.25,False,41.94
576,20241008,474,1,3.17,False,79.13
577,20240225,35,3,3.53,False,64.89
578,20241219,42,2,4.78,False,46.29
579,20240704,279,4,2.87,False,100.0
580,20241229,260,3,4.52,False,44.45
581,20240215,267,1,3.28,False,61.02
582,20240508,512,2,3.83,False,34.43
583,20240810,114,2,5.0,False,14.4
584,20250401,627,1,2.9,False,81.74
585,20240204,329,3,5.0,False,34.41
586,20240317,297,5,3.25,False,74.5
587,20250607,609,1,4.11,False,48.64
588,20250914,317,1,4.1,False,50.52
589,20251113,52,3,4.51,False,46.37
590,20240916,633,2,4.0,False,81.95
591,20240824,199,1,3.33,False,63.84
592,20250330,480,1,3.28,True,68.91
593,20240517,464,1,1.93,False,100.0
594,20251109,446,4,3.83,False,40.17
595,20251114,541,2,3.17,False,91.71
596,20250725,11,1,3.31,False,100.0
597,20240916,264,1,3.35,False,73.89
598,20250429,173,3,4.17,False,38.77
599,20251023,440,1,2.71,False,100.0
600,20251003,236,1,3.53,False,72.94
601,20240609,13,4,3.45,False,51.06
602,20250325,647,1,2.84,False,82.55
603,20250507,644,1,2.46,True,100.0
604,20240919,662,2,3.69,False,36.19
605,20240617,311,2,3.44,False,42.95
606,20240902,216,1,3.39,False,66.51
607,20251122,227,1,3.71,False,58.55
608,20250401,610,2,4.46,False,28.1
609,20250927,216,1,3.91,False,54.73
610,20251208,437,1,3.16,True,56.34
611,20241127,55,1,3.41,False,69.79
612,20250221,207,1,3.15,False,69.21
613,20250303,391,4,4.35,False,22.33
614,20241115,3,2,4.25,False,35.23
615,20240808,320,4,3.12,False,96.68
616,20240725,411,4,4.0,False,60.26
617,20250423,50,2,5.0,False,10.85
618,20241009,472,1,3.8,False,56.8
619,20241007,94,4,2.46,False,100.0
620,20240726,454,1,3.64,False,56.56
621,20250216,470,2,4.16,False,32.11
622,20250208,87,3,4.01,False,55.54
623,20250403,363,3,4.53,False,16.16
624,20251222,585,2,4.2,False,48.06
625,20250622,548,3,3.95,False,41.4
626,20240629,648,4,3.55,False,34.04
627,20241011,343,2,4.79,False,28.51
628,20250710,178,3,3.08,False,87.94
629,20240602,539,1,3.46,False,54.5
630,20251217,710,5,3.47,False,45.66
631,20240220,220,5,3.27,False,61.1
632,20240820,407,5,2.82,False,99.93
633,20251127,166,2,4.67,False,22.31
634,20240506,634,4,3.89,False,55.89
635,20240612,622,3,4.36,False,43.09
636,20240129,158,1,2.95,False,66.75
637,20251130,84,2,4.75,False,42.54
638,20251019,158,1,3.45,False,67.06
639,20250624,593,2,4.23,False,43.87
640,20240325,453,2,4.08,False,36.32
641,20251002,130,4,3.62,False,49.2
642,20250910,109,1,3.59,False,56.66
643,20250408,486,2,3.87,False,65.53
644,20240528,498,4,4.03,False,48.74
645,20250906,220,5,3.73,False,65.57
646,20240512,544,1,3.5,True,65.36
647,20251010,440,1,2.61,False,100.0
648,20250203,306,3,4.1,False,37.61
649,20251210,602,3,4.48,False,30.31
650,20250507,725,1,3.56,False,57.23
651,20240429,267,1,3.21,False,71.02
652,20250415,224,4,4.56,False,21.23
653,20251103,487,2,4.13,False,31.02
654,20240209,572,3,4.18,False,45.19
655,20250803,157,1,3.07,True,61.93
656,20250902,181,2,4.28,False,21.31
657,20240221,558,1,2.29,True,91.27
658,20240110,208,5,3.4,False,65.92
659,20250515,338,5,2.72,False,64.33
660,20240217,466,3,3.64,False,54.93
661,20241030,454,1,3.74,False,52.1
662,20241223,58,2,4.38,False,47.22
663,20250430,238,1,3.98,False,46.13
664,20240224,736,4,4.34,False,30.06
665,20240115,255,5,2.84,False,87.42
666,20250216,705,4,3.88,False,58.43
667,20241107,292,5,2.8,True,92.82
668,20250516,113,1,3.32,False,71.31
669,20241121,563,3,4.14,False,31.74
670,20250921,53,1,3.31,False,52.93
671,20250311,570,2,5.0,False,19.64
672,20240319,177,1,3.16,False,100.0
673,20240218,695,3,4.18,False,53.06
674,20250120,709,2,4.33,False,50.51
675,20240614,368,4,3.65,False,56.78
676,20250809,111,2,5.0,False,22.45
677,20241014,312,2,3.27,False,37.58
678,20240325,504,3,4.62,False,22.77
679,20241225,354,2,3.97,False,38.57
680,20250302,691,1,3.28,False,68.74
681,20240809,691,1,3.58,False,54.61
682,20250629,97,1,3.2,False,59.77
683,20250326,695,3,3.78,False,62.23
684,20241130,600,1,3.99,False,65.93
685,20241002,198,1,3.39,False,46.24
686,20251024,267,1,2.57,False,77.83
687,20250818,94,4,3.44,False,72.33
688,20250818,569,4,4.07,False,33.12
689,20250327,368,4,3.75,False,62.63
690,20240329,39,4,4.44,False,41.08
691,20240312,135,3,3.79,False,52.33
692,20250207,500,4,4.49,False,43.56
693,20250209,529,1,2.39,False,100.0
694,20250324,192,2,4.43,False,28.1
695,20250731,175,4,3.0,True,78.46
