finance_id,date_id,region_id,department_id,revenue,operating_cost,maintenance_cost,budgeted_cost,profit
190,20240501,4,6,107503.03,60901.52,6464.22,64506.49,40137.29
191,20240501,4,7,200538.66,116164.58,18656.3,121717.38,65717.78
192,20240501,4,8,158416.65,97270.58,12479.12,98968.84,48666.95
193,20240501,5,1,30234.61,16444.28,3807.28,17580.92,9983.05
194,20240501,5,2,37528.26,22169.92,6300.62,24098.44,9057.72
195,20240501,5,3,188902.13,116083.42,7971.86,120295.6,64846.85
196,20240501,5,4,170104.23,122543.1,32152.13,131897.92,15409.0
197,20240501,5,5,121004.11,65567.4,45756.38,78993.39,9680.33
198,20240501,5,6,45871.18,28679.01,6454.85,31274.27,10737.32
199,20240501,5,7,91997.22,57817.63,19155.89,65636.08,15023.7
200,20240501,5,8,67298.87,44853.44,12275.61,50923.86,10169.82
201,20240601,1,1,210180.4,116686.78,11929.73,115415.0,81563.89
202,20240601,1,2,262362.61,155821.7,21944.31,157386.47,84596.6
203,20240601,1,3,1445105.04,910279.18,24979.77,914254.33,509846.09
204,20240601,1,4,1199759.87,803197.95,104380.33,811145.89,292181.59
205,20240601,1,5,845171.09,564186.82,140307.05,642601.89,140677.22
206,20240601,1,6,330634.41,211933.23,20559.27,219684.85,98141.91
207,20240601,1,7,662789.1,427206.48,60354.08,460641.09,175228.54
208,20240601,1,8,494943.48,336854.76,38065.6,351400.19,120023.12
209,20240601,2,1,155801.2,76859.47,2809.68,75010.45,76132.05
210,20240601,2,2,193893.8,105619.09,4773.21,102029.6,83501.5
211,20240601,2,3,977044.55,578659.4,5453.58,590470.76,392931.57
212,20240601,2,4,824941.61,506745.11,20955.53,493608.01,297240.97
213,20240601,2,5,606864.9,362474.96,29494.05,364328.09,214895.89
214,20240601,2,6,228499.59,131940.84,4435.2,129706.62,92123.55
215,20240601,2,7,472553.72,276645.79,13005.5,292201.27,182902.43
216,20240601,2,8,341371.19,220909.5,8066.7,217799.84,112394.99
217,20240601,3,1,115463.58,61564.2,4229.2,60343.84,49670.18
218,20240601,3,2,140425.21,77239.87,6423.57,81588.19,56761.77
219,20240601,3,3,741869.36,457049.35,7627.18,444889.02,277192.83
220,20240601,3,4,639120.04,402986.88,33305.19,400284.2,202827.97
221,20240601,3,5,482055.83,303587.24,43338.41,309422.28,135130.18
222,20240601,3,6,178341.26,105426.22,6442.03,110526.36,66473.01
223,20240601,3,7,349208.93,219999.66,18887.57,232974.08,110321.7
224,20240601,3,8,256626.95,165517.94,11806.41,166720.17,79302.6
225,20240601,4,1,70992.47,33789.83,4420.02,34533.61,32782.62
226,20240601,4,2,90847.04,49394.19,7548.76,52100.44,33904.09
227,20240601,4,3,474441.35,278770.15,8359.29,268385.04,187311.91
228,20240601,4,4,388963.86,246360.82,34894.4,264992.12,107708.64
229,20240601,4,5,290342.59,179325.66,49517.61,187870.54,61499.32
230,20240601,4,6,110503.46,64029.53,7590.13,63466.1,38883.8
231,20240601,4,7,207961.1,121328.26,19836.44,130350.09,66796.4
232,20240601,4,8,164248.13,102335.76,13492.07,105152.12,48420.3
233,20240601,5,1,30770.67,16230.57,3927.1,17090.2,10613.0
234,20240601,5,2,39031.75,22874.44,6580.22,25125.12,9577.09
235,20240601,5,3,197202.94,125568.82,7769.28,124078.34,63864.84
236,20240601,5,4,167451.76,115841.88,31112.47,123380.48,20497.41
237,20240601,5,5,121741.92,65177.23,46825.34,79542.39,9739.35
238,20240601,5,6,44335.64,28152.34,6965.18,30024.74,9218.12
239,20240601,5,7,90195.75,56693.2,19305.63,66608.99,14196.92
240,20240601,5,8,68700.35,46001.39,11423.79,48543.81,11275.17
241,20240701,1,1,223207.79,126385.27,12546.75,126765.05,84275.77
242,20240701,1,2,268972.66,155895.73,21921.47,157596.59,91155.46
243,20240701,1,3,1471448.9,956355.14,23998.15,944967.05,491095.61
244,20240701,1,4,1167244.29,798886.88,94521.32,815920.28,273836.09
245,20240701,1,5,894632.93,599140.29,135232.01,654731.17,160260.63
246,20240701,1,6,315590.4,196926.58,20203.48,209663.09,98460.34
247,20240701,1,7,654619.47,414755.02,57808.88,416705.43,182055.57
248,20240701,1,8,499391.24,339024.93,38984.9,363011.53,121381.41
249,20240701,2,1,158056.16,80791.75,3003.64,85533.4,74260.77
250,20240701,2,2,191270.69,101557.16,5328.06,100843.47,84385.47
251,20240701,2,3,964623.21,581783.6,5817.49,605214.07,377022.12
252,20240701,2,4,843408.39,541625.26,23639.2,562323.62,278143.93
253,20240701,2,5,619659.67,349821.43,36000.56,365491.05,233837.68
254,20240701,2,6,233204.76,131506.28,4957.77,130927.28,96740.71
255,20240701,2,7,445698.82,271717.9,13826.11,268882.26,160154.81
256,20240701,2,8,361825.46,235527.08,9264.06,240282.33,117034.32
257,20240701,3,1,119091.16,63632.15,6158.2,63703.33,49300.81
258,20240701,3,2,144855.33,79733.07,10167.73,84540.18,54954.53
259,20240701,3,3,768705.47,466040.14,12486.14,487409.39,290179.19
260,20240701,3,4,617981.79,392081.07,46018.61,395223.11,179882.11
261,20240701,3,5,467080.08,302773.27,66835.3,317735.93,97471.51
262,20240701,3,6,176035.24,106932.97,10146.61,112771.95,58955.66
263,20240701,3,7,363571.64,222567.79,26413.56,236749.59,114590.29
264,20240701,3,8,258733.8,172983.78,17567.27,187261.62,68182.75
265,20240701,4,1,71603.06,35247.83,2647.8,35024.17,33707.43
266,20240701,4,2,88407.28,47890.62,4319.87,47744.6,36196.79
267,20240701,4,3,451491.52,265681.71,4897.97,262214.89,180911.84
268,20240701,4,4,380226.73,236401.84,19821.5,247140.93,124003.39
269,20240701,4,5,283509.44,172950.89,28859.55,178351.43,81699.0
270,20240701,4,6,110418.55,62768.13,4513.84,61815.44,43136.58
271,20240701,4,7,220105.02,128585.8,12308.35,129788.67,79210.87
272,20240701,4,8,158890.05,102033.14,7295.95,105510.25,49560.96
273,20240701,5,1,31744.94,16661.85,1904.55,17470.34,13178.54
274,20240701,5,2,36974.06,21849.85,3169.3,22838.07,11954.91
275,20240701,5,3,190897.41,119473.78,3999.78,117272.15,67423.85
276,20240701,5,4,168788.1,122751.36,15772.9,129146.23,30263.84
277,20240701,5,5,117557.45,76060.51,21456.06,80312.04,20040.88
278,20240701,5,6,45356.05,27350.19,3046.16,29135.71,14959.7
279,20240701,5,7,94661.78,61871.47,9465.44,67661.03,23324.87
280,20240701,5,8,66812.75,46384.35,5870.54,48822.69,14557.86
281,20240801,1,1,220098.32,123350.88,11314.27,125851.56,85433.17
282,20240801,1,2,272006.7,157089.87,18654.59,164894.65,96262.24
283,20240801,1,3,1360945.47,874599.32,23024.0,855284.12,463322.15
284,20240801,1,4,1174673.69,781682.03,96093.53,853522.9,296898.13
285,20240801,1,5,888214.97,572691.66,133040.68,592152.93,182482.63
286,20240801,1,6,334285.31,215437.31,19807.46,218476.52,99040.54
287,20240801,1,7,675594.89,443070.17,53855.89,456700.72,178668.83
288,20240801,1,8,498291.84,342660.35,35078.29,343209.58,120553.2
289,20240801,2,1,149936.82,76615.45,3204.13,76426.1,70117.24
290,20240801,2,2,192219.06,104600.37,5467.96,108482.22,82150.73
291,20240801,2,3,1006725.96,601222.99,6194.72,633303.48,399308.25
292,20240801,2,4,840875.53,517093.84,26770.09,521876.78,297011.6
293,20240801,2,5,594293.29,345682.11,37147.09,351101.66,211464.09
294,20240801,2,6,238342.71,138650.58,5124.57,147071.2,94567.56
295,20240801,2,7,471909.23,285505.64,14531.79,294541.41,171871.8
296,20240801,2,8,346415.29,224718.06,9127.29,226319.22,112569.94
297,20240801,3,1,114694.85,60083.38,4156.68,63454.51,50454.79
298,20240801,3,2,151668.82,86840.91,6641.2,85810.71,58186.71
299,20240801,3,3,787064.67,488903.58,8350.57,493455.86,289810.52
300,20240801,3,4,638157.82,418898.38,34105.04,436065.87,185154.4
301,20240801,3,5,454725.62,286282.39,47749.38,307361.64,120693.85
302,20240801,3,6,170858.3,101823.37,6839.73,105431.14,62195.2
303,20240801,3,7,351956.38,220139.06,19039.59,228807.18,112777.73
304,20240801,3,8,270857.36,181353.43,11899.87,185521.26,77604.06
305,20240801,4,1,68360.16,32905.8,3001.6,35378.26,32452.76
306,20240801,4,2,87289.48,46042.59,4945.97,46309.4,36300.92
307,20240801,4,3,447005.35,265055.49,6011.04,270591.94,175938.82
308,20240801,4,4,378462.88,238948.2,25450.36,246210.21,114064.32
309,20240801,4,5,274209.65,160911.01,37417.26,174349.44,75881.38
310,20240801,4,6,101143.51,56637.23,5436.67,59693.45,39069.61
311,20240801,4,7,211984.66,125129.13,13798.38,127151.49,73057.15
312,20240801,4,8,152068.34,96199.36,9427.85,98214.84,46441.13
313,20240801,5,1,30608.32,16357.63,5688.47,17451.76,8562.22
314,20240801,5,2,39304.74,22722.59,8497.4,25906.12,8084.75
315,20240801,5,3,191054.63,119905.86,10467.08,122080.47,60681.69
316,20240801,5,4,170834.1,112655.9,44511.47,125836.36,13666.73
317,20240801,5,5,117000.69,45418.89,62221.74,68052.1,9360.06
318,20240801,5,6,46809.59,29716.63,8813.31,31655.28,8279.65
319,20240801,5,7,88940.29,56865.58,25637.19,64692.54,6437.52
320,20240801,5,8,70374.46,47102.99,15319.5,52993.74,7951.97
321,20240901,1,1,232370.1,125483.5,11748.0,129195.22,95138.6
322,20240901,1,2,293163.05,170233.18,21096.92,186306.89,101832.95
323,20240901,1,3,1467688.55,949043.01,24788.21,930632.36,493857.33
324,20240901,1,4,1317511.51,899886.34,96221.79,904512.04,321403.38
325,20240901,1,5,930548.04,614414.58,132209.75,631124.97,183923.71
326,20240901,1,6,344925.71,219279.7,21197.35,216958.02,104448.66
327,20240901,1,7,694819.32,462897.6,54063.25,501982.74,177858.47
328,20240901,1,8,538015.1,365145.69,34680.6,367420.16,138188.81
329,20240901,2,1,166542.07,85425.4,4077.37,88953.07,77039.3
330,20240901,2,2,197095.84,105151.71,7235.68,108125.36,84708.45
331,20240901,2,3,1052481.7,606781.91,8891.47,615757.22,436808.32
332,20240901,2,4,873811.09,552997.07,34300.22,574211.07,286513.8
333,20240901,2,5,652247.77,382609.02,49451.65,418774.46,220187.1
334,20240901,2,6,234301.43,134324.11,6965.23,141699.89,93012.09
335,20240901,2,7,491272.29,286545.04,20900.09,294159.81,183827.16
336,20240901,2,8,349973.38,229902.91,13080.47,239902.04,106990.0
337,20240901,3,1,118970.92,60048.73,3819.62,61593.25,55102.57
338,20240901,3,2,151174.36,84718.89,6237.28,88892.79,60218.19
339,20240901,3,3,828886.84,493886.83,7458.53,502741.22,327541.48
340,20240901,3,4,662483.88,441511.37,29985.9,451273.57,190986.61
341,20240901,3,5,517057.6,326155.9,43390.1,357178.35,147511.6
342,20240901,3,6,180365.19,107005.22,6737.23,106533.81,66622.74
343,20240901,3,7,366861.95,230750.61,18562.95,233276.04,117548.39
344,20240901,3,8,277771.87,187800.35,12305.61,199080.35,77665.91
345,20240901,4,1,71741.49,34434.76,3433.04,36373.01,33873.69
346,20240901,4,2,88840.74,47846.75,5693.59,50910.35,35300.4
347,20240901,4,3,460252.24,262058.74,6503.83,274764.77,191689.67
348,20240901,4,4,416162.96,256304.05,28295.83,261685.23,131563.08
349,20240901,4,5,303042.72,182929.52,38438.63,195654.07,81674.57
350,20240901,4,6,112398.71,63913.83,5435.27,63193.33,43049.61
351,20240901,4,7,224478.61,134825.32,15645.25,133501.13,74008.04
352,20240901,4,8,164110.28,102742.69,10284.64,105422.68,51082.95
353,20240901,5,1,32191.94,17371.35,5367.86,18789.36,9452.73
354,20240901,5,2,39523.5,23290.35,8662.72,27130.41,7570.43
355,20240901,5,3,212902.29,130199.81,11100.43,137656.34,71602.05
356,20240901,5,4,172465.0,116633.09,42034.71,127778.09,13797.2
357,20240901,5,5,130623.18,59095.27,61078.06,79400.1,10449.85
358,20240901,5,6,47309.33,29043.64,8879.19,30632.28,9386.5
359,20240901,5,7,94232.08,60031.51,25735.87,65746.12,8464.7
360,20240901,5,8,70801.81,46766.19,17196.93,54712.3,6838.69
361,20241001,1,1,229556.4,123916.94,10570.62,131138.56,95068.84
362,20241001,1,2,305050.24,182648.99,16997.64,184649.03,105403.61
363,20241001,1,3,1615270.37,1029572.89,20601.79,1023142.26,565095.69
364,20241001,1,4,1366592.2,946394.31,85643.7,1007030.48,334554.19
365,20241001,1,5,942787.3,609284.8,122663.62,639158.26,210838.88
366,20241001,1,6,346663.53,217295.3,18949.07,231685.97,110419.16
367,20241001,1,7,723099.5,460373.13,51265.25,482527.54,211461.12
368,20241001,1,8,545331.32,383487.86,34066.87,382514.22,127776.59
369,20241001,2,1,169350.03,85629.91,3166.88,90780.66,80553.24
370,20241001,2,2,204470.52,108825.07,5057.96,109969.68,90587.49
371,20241001,2,3,1054238.81,603784.19,6162.56,625959.06,444292.06
372,20241001,2,4,955909.47,594650.04,23803.21,582106.62,337456.22
373,20241001,2,5,678223.7,396352.42,34550.11,427105.89,247321.17
374,20241001,2,6,242529.74,140022.58,5189.94,142376.45,97317.22
375,20241001,2,7,490867.73,297251.18,15380.79,287604.26,178235.76
376,20241001,2,8,358734.04,234176.16,9385.37,230250.5,115172.51
377,20241001,3,1,132886.03,67376.24,4712.65,71461.93,60797.14
378,20241001,3,2,155628.73,89312.44,7998.66,95008.51,58317.63
379,20241001,3,3,820379.11,506302.81,9281.26,498670.35,304795.04
380,20241001,3,4,697849.27,443446.45,39927.84,461438.6,214474.98
381,20241001,3,5,506703.54,325227.8,54253.48,345481.02,127222.26
382,20241001,3,6,201577.8,120046.91,8016.98,120418.66,73513.91
383,20241001,3,7,401622.03,253995.99,21820.61,251767.17,125805.43
384,20241001,3,8,281372.55,187466.0,15171.44,193312.13,78735.11
385,20241001,4,1,79728.06,39022.39,4708.24,40274.59,35997.43
386,20241001,4,2,98779.02,53449.68,7493.57,55636.8,37835.77
387,20241001,4,3,477394.9,285164.67,9714.91,302771.34,182515.32
388,20241001,4,4,425104.7,265134.68,34970.2,272662.54,124999.82
389,20241001,4,5,306131.74,183680.32,53067.38,194232.55,69384.04
390,20241001,4,6,114046.26,66389.45,7643.74,68459.46,40013.07
391,20241001,4,7,231663.12,135242.13,22466.73,148238.65,73954.26
392,20241001,4,8,166097.83,104290.15,14341.1,111833.92,47466.58
393,20241001,5,1,31690.58,16994.87,2713.91,17710.84,11981.8
394,20241001,5,2,40359.96,23570.6,4544.92,24149.67,12244.44
395,20241001,5,3,219485.54,139906.87,5286.07,142061.95,74292.6
396,20241001,5,4,185341.1,131538.05,20579.02,145580.33,33224.03
